desercion_año_anterior,frecuencia_viajes,departamento,distancia_domicilio,educacion,formacion,conteo_de_empleados,ID,nivel_de_cargo,nombre_cargo,estado_civil,ingresos_mensuales,empresas_anteriores,edad>18,porcentaje_aumentosalario,horas_trabajo,nivel_de_opciones,años_de_trabajo,numero_capacitaciones,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,conciliacion_faimilar_laboral,implicacion_laboral,rendimiento,tiempo_prom_dia
No,Travel_Rarely,Research & Development,24,2,Other,1,1960,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,0,2.0,4.0,3.0,4,3,8.1599
Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,1961,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2.0,1.0,3.0,2,3,7.2167
Yes,Travel_Rarely,Research & Development,5,4,Medical,1,1962,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,9,1.0,4.0,3.0,4,3,5.8003
No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1963,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,11,4.0,4.0,3.0,3,3,10.2468
No,Non-Travel,Human Resources,2,2,Life Sciences,1,1964,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,13,4.0,3.0,3.0,2,3,5.9837
Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,1965,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,14,3.0,1.0,3.0,3,3,7.466
No,Travel_Frequently,Sales,11,3,Marketing,1,1966,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,8,4.0,1.0,3.0,4,3,10.081
No,Non-Travel,Sales,9,2,Technical Degree,1,1967,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2.0,4.0,2.0,3,3,7.1225
No,Travel_Rarely,Research & Development,7,2,Other,1,1968,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,1,4.0,4.0,4.0,2,3,7.0466
No,Non-Travel,Research & Development,15,3,Medical,1,1969,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,7,4.0,3.0,3.0,1,4,6.7939
No,Travel_Rarely,Sales,6,4,Marketing,1,1970,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,9,2.0,4.0,2.0,2,3,6.6379
No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1971,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,4,2.0,4.0,1.0,3,3,7.9067
No,Travel_Rarely,Research & Development,16,1,Medical,1,1972,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,4,2.0,2.0,3.0,3,4,6.5441
No,Travel_Frequently,Sales,8,2,Medical,1,1973,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,12,3.0,2.0,3.0,4,4,7.2071
Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1974,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,0,1.0,3.0,2.0,3,3,5.5941
Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,1975,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,2,1.0,1.0,3.0,3,3,7.9661
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1976,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,0,3.0,3.0,3.0,2,3,9.083
No,Travel_Rarely,Research & Development,10,3,Other,1,1977,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,0,4.0,2.0,3.0,4,3,7.6155
No,Travel_Frequently,Sales,9,4,Medical,1,1978,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,3.0,3.0,3.0,1,3,7.2985
No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1979,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,7,2.0,3.0,2.0,3,3,9.4802
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1980,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,1,4.0,2.0,2.0,3,4,6.7506
No,Travel_Rarely,Human Resources,2,3,Medical,1,1981,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,5,3.0,1.0,2.0,3,3,5.516
No,Travel_Frequently,Research & Development,3,3,Medical,1,1982,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,3,1.0,3.0,3.0,2,3,7.3338
No,Travel_Rarely,Research & Development,2,1,Medical,1,1983,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,4.0,4.0,3.0,2,3,7.1485
No,Travel_Rarely,Research & Development,5,3,Medical,1,1984,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,0,3.0,3.0,3.0,3,3,7.0483
No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1985,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,3,1.0,3.0,3.0,3,3,6.5743
No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1986,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,8,4.0,4.0,2.0,3,3,6.1903
No,Non-Travel,Research & Development,2,3,Medical,1,1987,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,2,3.0,1.0,4.0,2,3,5.9082
No,Travel_Rarely,Sales,25,2,Life Sciences,1,1988,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,0,3.0,4.0,3.0,2,4,7.504
Yes,Travel_Frequently,Sales,8,3,Marketing,1,1989,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,4.0,4.0,3.0,2,4,8.5811
Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1990,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,0,3.0,1.0,2.0,3,3,6.2182
No,Travel_Rarely,Sales,12,3,Marketing,1,1991,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,7,4.0,1.0,3.0,3,3,10.7065
Yes,Travel_Rarely,Sales,23,3,Medical,1,1992,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,7,1.0,3.0,4.0,3,4,8.127
Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,1993,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,9,2.0,1.0,2.0,2,3,7.1832
No,Travel_Rarely,Research & Development,5,4,Medical,1,1994,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,3,1.0,1.0,3.0,1,3,7.2796
No,Travel_Rarely,Research & Development,8,3,Medical,1,1995,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,2,3.0,1.0,2.0,3,3,6.0898
No,Travel_Rarely,Sales,1,4,Life Sciences,1,1996,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,8,2.0,3.0,3.0,4,3,7.7667
No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,1997,1,Sales Executive,Married,63490,2.0,Y,11,8,0,20.0,3,9,3.0,3.0,2.0,3,3,6.9967
No,Travel_Rarely,Sales,1,4,Marketing,1,1998,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,1,1.0,4.0,3.0,3,3,7.4147
No,Non-Travel,Sales,11,3,Technical Degree,1,1999,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,2,1.0,3.0,3.0,2,3,7.7347
No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,2000,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,2,4.0,2.0,3.0,3,3,6.4618
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2001,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,7,3.0,3.0,4.0,4,3,6.3835
Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,2002,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,6,2.0,1.0,3.0,3,3,5.6757
No,Travel_Rarely,Sales,23,4,Marketing,1,2003,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,2,4.0,4.0,3.0,3,3,6.2265
Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,2004,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,7,4.0,1.0,3.0,2,4,9.2711
Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,2005,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,8,1.0,3.0,3.0,3,3,7.5286
No,Travel_Rarely,Human Resources,1,1,Human Resources,1,2006,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,2,1.0,3.0,2.0,3,3,6.494
No,Travel_Frequently,Sales,29,4,Marketing,1,2007,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,4,1.0,4.0,2.0,3,3,6.4242
No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2008,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,0,4.0,4.0,3.0,2,4,10.3795
Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,2009,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,6,4.0,4.0,4.0,2,3,10.2111
Yes,Travel_Rarely,Sales,8,2,Marketing,1,2010,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,0,1.0,3.0,2.0,4,3,7.2891
Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2011,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,1.0,2.0,3.0,3,3,10.0521
No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,2012,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,7,4.0,1.0,3.0,2,3,6.5622
Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2013,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,0,1.0,2.0,3.0,3,3,5.9785
Yes,Travel_Frequently,Research & Development,1,4,Medical,1,2014,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,4.0,3.0,3.0,3,3,9.8757
No,Travel_Frequently,Sales,9,3,Medical,1,2015,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,2,4.0,2.0,3.0,2,3,7.5901
No,Non-Travel,Sales,1,1,Marketing,1,2016,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,3.0,4.0,3.0,3,4,6.9338
No,Non-Travel,Sales,2,1,Life Sciences,1,2017,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,1,1.0,4.0,3.0,3,3,5.8251
No,Non-Travel,Research & Development,1,3,Medical,1,2018,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,12,2.0,3.0,3.0,3,3,5.7785
No,Travel_Rarely,Sales,1,3,Life Sciences,1,2019,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,0,2.0,2.0,3.0,3,3,7.3696
No,Travel_Rarely,Research & Development,6,2,Medical,1,2020,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,7,3.0,3.0,3.0,2,3,10.263
No,Travel_Rarely,Research & Development,8,3,Medical,1,2021,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,3.0,4.0,3.0,4,3,6.137
No,Travel_Rarely,Human Resources,1,3,Human Resources,1,2022,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,7,4.0,2.0,2.0,3,3,6.4374
No,Travel_Rarely,Research & Development,6,4,Medical,1,2023,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,9,1.0,3.0,3.0,3,3,5.8029
No,Travel_Rarely,Research & Development,7,4,Medical,1,2024,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,0,4.0,2.0,3.0,3,4,6.8451
No,Travel_Frequently,Research & Development,5,3,Medical,1,2025,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,1,3.0,1.0,3.0,3,3,6.8714
Yes,Travel_Frequently,Sales,1,3,Marketing,1,2026,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,5,1.0,4.0,3.0,3,3,6.6313
No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2027,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,9,3.0,3.0,4.0,3,3,5.8637
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2028,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,4.0,2.0,4.0,2,3,9.7482
No,Non-Travel,Research & Development,6,3,Life Sciences,1,2029,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,3,3.0,2.0,2.0,3,3,6.0625
No,Non-Travel,Research & Development,1,3,Medical,1,2030,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,9,1.0,4.0,3.0,4,3,6.9243
No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2031,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,3.0,4.0,3.0,3,3,6.3991
No,Travel_Rarely,Sales,2,4,Marketing,1,2032,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,4,1.0,2.0,1.0,3,3,7.1532
No,Travel_Frequently,Research & Development,9,2,Other,1,2033,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,2,4.0,4.0,3.0,3,3,6.0192
No,Travel_Rarely,Sales,2,2,Medical,1,2034,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,3,4.0,2.0,3.0,2,4,6.8909
No,Travel_Frequently,Sales,9,1,Technical Degree,1,2035,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,2,4.0,3.0,2.0,2,3,7.7816
No,Travel_Frequently,Research & Development,1,4,Medical,1,2036,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,1,4.0,2.0,2.0,1,3,6.8339
No,Travel_Rarely,Sales,21,2,Life Sciences,1,2037,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,0,2.0,4.0,3.0,4,3,6.6841
No,Travel_Rarely,Sales,4,2,Other,1,2038,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,2,2.0,4.0,2.0,1,4,10.4316
No,Travel_Rarely,Research & Development,1,3,Medical,1,2039,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,0,3.0,3.0,4.0,2,3,6.0507
No,Travel_Frequently,Sales,6,4,Life Sciences,1,2040,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,2,3.0,3.0,3.0,3,3,10.5082
Yes,Non-Travel,Research & Development,2,4,Medical,1,2041,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,3.0,3.0,3.0,4,3,6.4011
Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2042,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,3,1.0,1.0,3.0,2,3,8.8532
No,Travel_Rarely,Research & Development,4,2,Medical,1,2043,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,0,2.0,4.0,3.0,3,3,7.616
Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,2044,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,3.0,3.0,2.0,4,3,6.8322
No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2045,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,3,3.0,4.0,3.0,3,3,7.8642
No,Travel_Rarely,Research & Development,6,2,Medical,1,2046,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,2,4.0,3.0,3.0,3,3,6.8621
No,Travel_Rarely,Sales,1,1,Marketing,1,2047,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,3,2.0,3.0,2.0,3,3,6.7517
No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2048,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,4,3.0,3.0,1.0,2,3,6.6248
Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2049,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,10,4.0,1.0,1.0,1,3,6.6345
No,Travel_Frequently,Research & Development,2,4,Medical,1,2050,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,13,2.0,3.0,2.0,1,3,6.4356
Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,2051,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,14,3.0,1.0,2.0,1,3,7.8146
No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2052,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,5,2.0,1.0,4.0,2,4,7.1368
No,Travel_Rarely,Research & Development,5,3,Medical,1,2053,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,7,4.0,3.0,3.0,3,4,6.445
No,Travel_Rarely,Sales,7,4,Life Sciences,1,2054,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,2,4.0,2.0,3.0,3,3,7.2026
Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2055,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,0,3.0,4.0,2.0,1,3,9.5228
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2056,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,7,1.0,4.0,3.0,3,4,6.9825
No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2057,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,4,3.0,3.0,3.0,3,3,7.3045
No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,2058,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,0,3.0,4.0,1.0,3,4,9.9447
No,Travel_Rarely,Research & Development,18,5,Medical,1,2059,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,4,3.0,2.0,4.0,3,3,6.7509
No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,2060,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,9,4.0,1.0,3.0,3,3,7.1865
No,Travel_Frequently,Research & Development,3,3,Medical,1,2061,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,4.0,4.0,4.0,3,3,7.5688
Yes,Travel_Rarely,Sales,5,3,Marketing,1,2062,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,3,1.0,3.0,2.0,3,3,7.2312
No,Non-Travel,Research & Development,11,2,Other,1,2063,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,0,3.0,1.0,3.0,2,3,6.3568
No,Travel_Rarely,Research & Development,3,2,Other,1,2064,2,Healthcare Representative,Divorced,44490,4.0,Y,15,8,0,28.0,3,2,4.0,1.0,3.0,1,3,6.0795
No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,2065,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,8,2.0,4.0,3.0,3,4,7.0254
No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2066,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,0,3.0,1.0,3.0,3,3,6.9276
No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2067,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,2,1.0,3.0,2.0,3,3,8.2646
No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,2068,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,11,4.0,4.0,2.0,1,3,6.1742
No,Travel_Rarely,Research & Development,6,3,Medical,1,2069,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1.0,3.0,2.0,3,3,6.466
Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,2070,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,2,3.0,3.0,3.0,1,3,10.177
No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2071,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4.0,3.0,3.0,2,3,5.4169
No,Travel_Rarely,Research & Development,23,3,Medical,1,2072,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,3,2.0,4.0,2.0,3,3,8.3276
Yes,Travel_Frequently,Research & Development,22,4,Medical,1,2073,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,3.0,4.0,3.0,2,4,9.2555
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2074,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,9,3.0,1.0,3.0,3,3,5.5467
No,Non-Travel,Research & Development,20,3,Life Sciences,1,2075,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,4.0,3.0,3.0,3,3,5.724
No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,2076,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,4,2.0,3.0,3.0,1,3,7.7146
Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,2077,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,0,1.0,1.0,1.0,4,3,6.941
No,Travel_Rarely,Sales,20,3,Marketing,1,2078,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,3,3.0,1.0,3.0,2,3,6.9765
No,Travel_Frequently,Sales,9,3,Medical,1,2079,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,2.0,2.0,3.0,4,3,6.6296
No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,2080,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,4.0,1.0,3.0,3,4,6.7374
No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,2081,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,3,4.0,1.0,3.0,3,3,6.8763
No,Travel_Rarely,Research & Development,8,4,Other,1,2082,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,3,4.0,2.0,3.0,3,4,7.0416
No,Travel_Rarely,Sales,4,4,Marketing,1,2083,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,3.0,1.0,3.0,2,4,8.3449
Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,2084,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,0,4.0,2.0,1.0,3,3,6.0714
No,Travel_Frequently,Research & Development,9,2,Medical,1,2085,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,1,2.0,3.0,2.0,2,3,5.4248
No,Travel_Rarely,Research & Development,9,2,Medical,1,2086,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,3.0,3.0,3.0,4,3,6.1238
No,Travel_Rarely,Sales,29,3,Marketing,1,2087,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,9,3.0,3.0,2.0,3,3,5.612
No,Travel_Rarely,Research & Development,3,4,Medical,1,2088,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,17,4.0,4.0,3.0,1,3,7.4722
No,Travel_Rarely,Research & Development,18,4,Medical,1,2089,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,3.0,4.0,3.0,2,3,6.189
No,Travel_Rarely,Sales,9,1,Medical,1,2090,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,4,4.0,4.0,2.0,3,4,5.9759
No,Non-Travel,Research & Development,5,4,Medical,1,2091,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,3,4.0,1.0,4.0,2,3,7.3862
No,Travel_Rarely,Sales,2,2,Life Sciences,1,2092,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,9,2.0,4.0,3.0,3,3,8.2804
No,Travel_Frequently,Sales,10,3,Life Sciences,1,2093,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,3.0,2.0,3.0,3,3,7.01
No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2094,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,7,4.0,3.0,3.0,3,3,8.116
No,Travel_Rarely,Sales,3,2,Marketing,1,2095,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,3.0,1.0,3.0,2,3,7.3618
No,Travel_Rarely,Sales,26,2,Marketing,1,2096,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,10,1.0,4.0,3.0,3,3,5.8666
No,Travel_Rarely,Research & Development,1,3,Medical,1,2097,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,3,2.0,2.0,4.0,1,3,6.8392
No,Travel_Rarely,Research & Development,6,2,Medical,1,2098,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,1,3.0,4.0,3.0,3,4,7.4556
No,Travel_Rarely,Sales,9,3,Marketing,1,2099,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,7,4.0,2.0,3.0,2,3,8.8246
No,Travel_Frequently,Human Resources,8,2,Medical,1,2100,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,0,1.0,1.0,3.0,3,3,8.841
No,Non-Travel,Research & Development,1,1,Life Sciences,1,2101,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,12,3.0,4.0,2.0,2,4,9.5163
No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2102,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,8,1.0,1.0,2.0,3,4,8.653
No,Travel_Frequently,Research & Development,9,2,Medical,1,2103,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,4,4.0,3.0,1.0,2,3,6.011
No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,2104,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,7,1.0,4.0,3.0,3,4,5.816
Yes,Non-Travel,Sales,2,2,Other,1,2105,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,0,1.0,2.0,4.0,3,3,8.0312
No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,2106,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,2,1.0,4.0,3.0,3,4,7.0689
No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,2107,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,9,4.0,4.0,3.0,3,3,7.1699
No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,2108,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,1,3.0,1.0,2.0,3,3,8.4215
No,Travel_Rarely,Sales,24,1,Marketing,1,2109,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,8,3.0,1.0,3.0,4,3,6.9788
No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,2110,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,5,3.0,4.0,3.0,3,3,7.2336
No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,2111,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,7,3.0,4.0,3.0,3,3,6.2633
No,Travel_Rarely,Sales,14,4,Life Sciences,1,2112,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,0,1.0,3.0,4.0,2,3,6.2319
No,Travel_Frequently,Sales,5,2,Marketing,1,2113,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,7,3.0,2.0,2.0,3,3,5.8022
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2114,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,0,4.0,2.0,2.0,4,3,5.595
