años_de_trabajo,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,tiempo_prom_dia,frecuencia_viajes_Non-Travel,frecuencia_viajes_Travel_Frequently,estado_civil_Divorced,estado_civil_Single,numero_capacitaciones_2
0.0,0,4.0,4.0,7.7319,1,0,0,1,1
9.0,3,2.0,1.0,8.9716,0,0,1,0,0
2.0,2,1.0,3.0,7.2649,0,0,0,0,0
13.0,8,3.0,3.0,5.834,1,0,0,0,0
5.0,0,1.0,1.0,6.941,1,0,1,0,1
10.0,3,2.0,4.0,7.3406,0,0,1,0,0
36.0,9,4.0,4.0,7.5179,0,0,0,0,1
8.0,2,4.0,4.0,9.8656,0,0,0,0,1
18.0,3,3.0,4.0,8.8476,0,0,0,1,1
4.0,2,4.0,2.0,6.924,0,0,0,0,0
4.0,2,4.0,3.0,6.4232,0,0,0,0,1
10.0,8,2.0,4.0,6.6491,0,0,0,1,1
21.0,6,4.0,2.0,5.9972,0,0,0,1,0
10.0,7,2.0,3.0,6.974,0,0,0,0,0
18.0,9,4.0,1.0,8.8965,0,0,1,0,1
1.0,1,1.0,3.0,7.1595,0,0,0,1,0
1.0,0,1.0,1.0,9.0236,0,0,1,0,1
6.0,4,3.0,2.0,7.1831,0,1,1,0,0
10.0,8,2.0,4.0,6.692,0,0,0,0,0
8.0,2,4.0,1.0,10.3487,0,0,0,0,0
33.0,8,4.0,4.0,6.4316,0,0,0,1,1
5.0,2,4.0,3.0,9.8559,0,0,0,0,1
16.0,8,4.0,2.0,7.6341,0,0,0,0,0
4.0,2,4.0,2.0,10.2201,0,0,0,0,1
26.0,8,3.0,3.0,7.3944,0,0,1,0,0
10.0,5,2.0,4.0,8.5031,0,0,0,1,1
1.0,0,1.0,2.0,5.9429,0,1,1,0,0
7.0,2,3.0,4.0,9.4377,1,0,1,0,0
3.0,0,4.0,3.0,5.6562,0,1,1,0,0
14.0,1,1.0,4.0,7.6485,0,0,0,0,1
28.0,7,3.0,2.0,10.3382,0,0,0,0,0
34.0,0,3.0,1.0,7.0869,0,0,0,0,0
7.0,4,1.0,4.0,6.4242,0,1,0,1,0
2.0,2,3.0,2.0,7.01,0,1,0,0,0
5.0,2,3.0,3.0,6.2346,0,0,0,0,0
17.0,9,2.0,4.0,8.4815,1,0,1,0,1
23.0,10,2.0,4.0,8.4629,0,0,1,0,1
6.0,4,3.0,2.0,7.316,0,1,0,1,0
2.0,2,1.0,2.0,5.8057,0,0,0,0,0
10.0,3,4.0,1.0,6.9619,0,1,1,0,0
6.0,3,3.0,4.0,6.3819,0,1,0,1,0
32.0,5,4.0,1.0,10.4845,0,0,0,0,1
8.0,3,1.0,4.0,6.2084,0,0,1,0,1
6.0,4,3.0,2.0,7.1044,0,1,0,1,0
1.0,0,4.0,4.0,8.072,0,1,0,1,0
6.0,2,1.0,3.0,10.0594,0,1,0,0,0
8.0,3,1.0,3.0,9.6456,0,1,0,1,1
28.0,9,1.0,1.0,6.5276,0,0,0,1,0
17.0,9,2.0,4.0,8.4195,1,0,1,0,1
10.0,9,1.0,4.0,6.7751,0,0,0,0,0
11.0,2,2.0,2.0,7.4732,0,0,0,1,1
5.0,0,2.0,4.0,6.632,0,0,0,0,1
0.0,0,4.0,4.0,7.7149,1,0,0,1,1
6.0,4,4.0,4.0,8.4363,0,1,1,0,0
5.0,2,1.0,3.0,7.4022,0,0,0,1,1
24.0,2,3.0,4.0,9.8583,0,0,1,0,0
5.0,2,4.0,2.0,6.6805,0,0,0,1,0
10.0,2,1.0,3.0,5.4562,0,0,0,0,1
11.0,3,4.0,2.0,5.7055,0,0,0,1,1
8.0,2,1.0,2.0,7.0693,0,0,1,0,1
9.0,4,4.0,1.0,8.1896,0,0,1,0,1
18.0,3,2.0,3.0,7.6141,0,1,0,0,1
10.0,3,1.0,1.0,10.2762,0,0,0,1,0
9.0,1,4.0,3.0,6.4742,0,0,1,0,1
16.0,7,4.0,2.0,7.286,0,0,0,1,0
4.0,2,4.0,3.0,5.6846,0,0,0,0,0
7.0,0,4.0,2.0,6.2051,0,0,0,0,1
5.0,2,2.0,4.0,6.8807,0,0,0,1,0
8.0,1,2.0,4.0,6.2422,0,0,0,1,0
4.0,0,1.0,1.0,8.5684,0,0,1,0,0
6.0,2,2.0,2.0,6.6707,0,0,0,0,1
9.0,2,1.0,1.0,8.6985,0,1,0,0,1
7.0,0,3.0,4.0,5.9596,0,0,0,0,1
6.0,2,4.0,4.0,7.6432,0,0,0,1,0
5.0,4,2.0,3.0,5.5271,1,0,0,0,1
17.0,13,3.0,2.0,7.4036,0,0,0,1,0
33.0,8,4.0,4.0,6.5354,0,0,0,1,1
14.0,8,3.0,2.0,7.3823,0,1,0,0,0
8.0,3,4.0,4.0,5.4764,0,0,0,0,0
5.0,0,2.0,2.0,6.1643,0,1,0,0,0
9.0,8,1.0,4.0,7.5394,0,0,0,0,1
7.0,4,1.0,4.0,6.1102,0,1,0,1,0
13.0,7,4.0,2.0,6.7633,1,0,0,1,0
2.0,0,3.0,1.0,5.8498,0,0,1,0,0
6.0,3,4.0,2.0,6.4184,0,0,0,1,1
21.0,8,4.0,4.0,6.5687,0,0,0,0,0
10.0,2,2.0,2.0,6.4798,0,0,1,0,0
15.0,2,3.0,1.0,6.9344,0,0,1,0,0
22.0,0,3.0,2.0,5.6906,0,1,0,1,1
5.0,3,1.0,3.0,7.4069,0,0,1,0,1
12.0,1,2.0,3.0,6.792,0,1,1,0,1
7.0,0,4.0,3.0,6.9054,0,0,0,1,1
13.0,8,3.0,2.0,6.2569,0,0,1,0,0
13.0,8,3.0,2.0,5.9499,0,0,1,0,0
16.0,8,3.0,1.0,5.7103,0,0,0,1,1
1.0,0,3.0,1.0,7.1269,0,1,0,1,0
21.0,12,3.0,3.0,5.5434,0,0,0,0,1
10.0,8,4.0,4.0,7.801,0,0,0,0,1
10.0,7,2.0,3.0,8.8469,0,0,0,0,1
9.0,8,4.0,4.0,9.9701,1,0,0,0,0
6.0,2,3.0,4.0,7.109,0,0,0,1,0
28.0,6,1.0,2.0,5.761,0,0,1,0,1
1.0,0,4.0,1.0,7.0078,0,0,1,0,0
12.0,7,1.0,4.0,6.6145,1,0,1,0,0
5.0,2,4.0,4.0,6.722,1,0,0,0,1
10.0,2,1.0,3.0,5.8146,1,0,0,0,0
12.0,7,4.0,4.0,6.9812,0,0,1,0,1
1.0,0,4.0,2.0,9.8796,0,0,0,1,0
20.0,8,1.0,3.0,9.1033,0,0,0,1,0
15.0,1,1.0,2.0,9.2855,0,0,0,1,0
18.0,0,2.0,1.0,9.7453,0,0,0,0,1
22.0,9,1.0,3.0,6.8768,0,0,1,0,0
1.0,0,3.0,3.0,6.9575,0,1,1,0,0
5.0,2,4.0,4.0,7.0237,1,0,0,0,1
18.0,7,1.0,3.0,8.0374,0,0,0,0,1
11.0,8,2.0,2.0,7.4553,1,0,0,0,0
9.0,8,3.0,2.0,5.9418,1,0,0,0,0
10.0,3,1.0,3.0,6.506,0,1,0,0,1
29.0,9,4.0,2.0,5.8098,0,0,0,0,0
5.0,1,3.0,4.0,6.6137,0,1,0,0,0
10.0,8,2.0,4.0,6.6535,0,0,0,0,0
8.0,2,4.0,4.0,6.7695,0,0,1,0,0
8.0,1,4.0,2.0,6.8339,0,1,1,0,1
17.0,8,3.0,3.0,5.7391,0,0,1,0,0
1.0,0,2.0,3.0,7.3722,0,0,0,1,0
10.0,5,3.0,2.0,7.4699,0,0,0,0,0
2.0,2,1.0,3.0,7.8686,0,0,0,1,1
6.0,2,3.0,4.0,7.1993,0,0,0,1,0
3.0,2,1.0,4.0,5.7267,0,0,1,0,1
12.0,3,3.0,4.0,6.4783,0,0,1,0,0
8.0,6,3.0,3.0,7.8621,0,0,1,0,0
7.0,2,1.0,4.0,7.6196,0,0,0,0,1
8.0,7,3.0,2.0,7.1614,0,0,0,0,0
7.0,7,2.0,4.0,6.6871,0,0,0,1,1
5.0,2,2.0,1.0,5.9053,0,1,0,0,0
8.0,2,4.0,4.0,7.4793,0,1,0,0,0
1.0,0,3.0,4.0,9.0689,0,1,0,1,0
33.0,12,1.0,3.0,8.6319,1,0,0,1,0
8.0,7,3.0,3.0,7.388,0,1,0,0,1
13.0,2,1.0,1.0,7.3816,0,1,1,0,0
7.0,2,3.0,4.0,9.2408,1,0,1,0,0
9.0,2,1.0,3.0,7.8317,0,1,0,0,0
5.0,2,1.0,3.0,6.2583,0,1,0,0,0
1.0,0,2.0,4.0,6.6077,0,0,0,1,1
15.0,7,2.0,3.0,10.3636,0,0,0,0,0
26.0,6,1.0,3.0,6.0973,0,0,0,0,0
12.0,7,3.0,4.0,5.6853,1,0,0,1,0
5.0,3,2.0,2.0,6.7631,0,1,0,0,1
5.0,3,3.0,1.0,6.3473,0,1,0,1,0
6.0,4,1.0,4.0,7.9252,0,1,0,1,1
1.0,0,1.0,3.0,5.7904,0,0,1,0,0
9.0,7,3.0,3.0,10.6119,0,0,1,0,0
7.0,0,4.0,2.0,5.9142,0,0,0,1,1
18.0,10,4.0,1.0,6.9105,0,0,0,1,1
8.0,0,4.0,3.0,6.1726,0,0,0,1,0
1.0,0,1.0,1.0,9.5504,0,0,1,0,1
15.0,2,1.0,3.0,6.3962,0,0,0,0,1
13.0,8,1.0,2.0,7.1348,1,0,1,0,0
10.0,4,3.0,1.0,7.0027,0,0,0,0,1
22.0,14,3.0,1.0,7.4063,0,1,0,1,0
6.0,2,1.0,1.0,7.2217,0,0,0,0,1
28.0,3,1.0,4.0,6.3726,0,0,1,0,1
1.0,0,4.0,3.0,6.3909,0,0,0,0,0
8.0,0,4.0,4.0,6.9093,0,1,0,1,0
10.0,8,4.0,2.0,9.5342,0,1,1,0,1
10.0,4,1.0,1.0,7.6796,0,0,0,1,0
29.0,17,1.0,3.0,5.816,0,0,0,0,0
4.0,0,3.0,2.0,6.3574,0,0,0,0,1
13.0,4,4.0,4.0,6.4137,0,0,0,0,0
10.0,8,2.0,4.0,7.0254,0,0,0,0,0
8.0,0,3.0,1.0,6.5953,0,0,0,1,0
17.0,7,3.0,1.0,7.3618,0,0,1,0,1
1.0,0,4.0,3.0,9.7494,0,0,0,1,0
7.0,2,4.0,3.0,6.5642,0,0,0,0,1
16.0,10,2.0,1.0,7.2069,0,0,0,0,0
6.0,4,3.0,2.0,7.5784,0,0,0,0,0
2.0,2,1.0,2.0,6.0986,0,0,0,0,0
17.0,8,3.0,3.0,5.5082,0,0,1,0,0
8.0,6,4.0,2.0,7.277,0,0,0,0,0
9.0,2,1.0,3.0,6.8594,0,0,0,1,0
10.0,2,3.0,4.0,6.8499,0,0,0,0,0
31.0,7,1.0,1.0,6.3923,1,0,1,0,0
6.0,3,1.0,1.0,8.6963,0,0,0,1,1
16.0,8,3.0,4.0,9.0396,0,0,0,0,0
10.0,3,2.0,4.0,5.9535,0,0,0,1,0
9.0,1,2.0,4.0,6.8873,0,1,0,1,0
9.0,0,1.0,2.0,6.7367,0,0,0,1,0
24.0,4,4.0,1.0,7.6582,0,0,0,0,1
8.0,4,4.0,4.0,7.4566,0,0,0,1,0
28.0,7,1.0,2.0,8.9683,0,1,0,0,0
15.0,7,3.0,4.0,10.2622,0,0,0,0,0
4.0,2,4.0,2.0,6.2116,0,0,0,1,0
6.0,0,2.0,1.0,7.1174,0,0,1,0,1
7.0,2,4.0,4.0,5.6841,0,0,0,0,0
5.0,0,2.0,2.0,6.4267,0,1,0,0,0
28.0,13,4.0,3.0,7.6383,0,1,1,0,0
10.0,2,1.0,4.0,7.1829,0,0,0,0,0
6.0,3,1.0,1.0,7.2796,0,0,0,0,0
8.0,7,2.0,4.0,6.9585,0,1,0,1,0
7.0,7,3.0,1.0,7.4601,0,1,0,1,1
10.0,9,3.0,3.0,6.0253,0,1,0,0,0
22.0,1,2.0,1.0,7.7568,0,0,0,1,0
19.0,0,2.0,4.0,7.9336,0,0,0,1,0
18.0,0,3.0,4.0,7.6704,0,0,1,0,1
10.0,0,4.0,3.0,7.3763,1,0,0,1,0
6.0,4,1.0,2.0,7.1418,0,0,0,0,0
22.0,11,3.0,1.0,6.9388,0,1,0,0,0
1.0,0,1.0,2.0,5.8956,0,1,1,0,0
8.0,0,4.0,4.0,7.1504,0,0,0,1,1
31.0,0,3.0,4.0,7.1982,0,1,0,0,1
19.0,1,1.0,2.0,6.324,0,0,0,0,0
14.0,11,3.0,4.0,7.5488,0,0,0,1,0
19.0,2,4.0,4.0,5.7222,0,0,0,1,1
5.0,4,4.0,1.0,5.9129,0,0,0,1,0
19.0,4,2.0,4.0,5.9799,0,0,0,0,1
3.0,2,1.0,4.0,6.8773,0,0,1,0,0
7.0,0,3.0,4.0,6.3186,0,0,0,1,0
10.0,2,2.0,2.0,5.6035,0,1,0,1,1
3.0,2,1.0,4.0,7.6427,0,0,0,0,0
10.0,2,3.0,4.0,7.0996,0,1,0,1,1
6.0,0,2.0,1.0,7.0433,0,0,1,0,1
3.0,2,3.0,4.0,6.0654,0,1,0,0,0
7.0,1,3.0,4.0,6.382,0,0,0,0,1
7.0,7,4.0,4.0,9.4385,1,0,1,0,0
9.0,2,1.0,4.0,7.4184,0,0,0,1,0
9.0,7,3.0,4.0,10.1492,0,0,0,1,0
8.0,1,4.0,3.0,6.5897,0,0,0,1,0
38.0,8,4.0,3.0,6.9609,0,0,0,1,1
10.0,7,2.0,1.0,8.8089,0,1,0,1,1
22.0,8,1.0,4.0,5.8505,1,0,0,0,0
1.0,0,3.0,1.0,6.4421,0,1,0,1,0
8.0,3,1.0,4.0,6.8253,0,0,1,0,0
10.0,7,1.0,3.0,8.6779,1,0,0,1,1
19.0,0,3.0,4.0,5.835,0,0,1,0,0
7.0,7,1.0,4.0,6.463,0,1,0,0,1
10.0,9,2.0,2.0,7.2738,0,0,0,0,0
14.0,0,2.0,4.0,8.2143,0,0,1,0,0
10.0,7,3.0,4.0,7.0378,0,0,1,0,0
17.0,7,3.0,1.0,7.6689,0,0,1,0,1
9.0,7,4.0,4.0,6.5951,0,0,1,0,1
6.0,4,1.0,4.0,7.6366,0,1,0,1,1
3.0,0,4.0,3.0,6.0077,0,1,1,0,0
16.0,12,1.0,4.0,6.7912,0,1,0,0,1
10.0,4,1.0,4.0,7.6047,0,0,0,0,1
18.0,1,3.0,1.0,6.9769,0,1,0,0,0
10.0,7,2.0,1.0,8.9667,0,1,0,1,1
9.0,7,4.0,1.0,6.9915,0,1,1,0,1
7.0,7,4.0,4.0,6.9489,1,0,0,1,0
12.0,0,4.0,4.0,7.235,0,0,0,0,0
2.0,2,2.0,2.0,6.2626,0,0,0,1,0
6.0,2,2.0,3.0,7.6783,0,0,0,0,0
11.0,2,3.0,3.0,10.4292,0,0,0,0,0
3.0,2,1.0,3.0,8.5371,0,0,0,0,0
12.0,7,3.0,1.0,7.4501,0,0,1,0,0
3.0,2,3.0,4.0,9.2818,0,0,0,0,0
5.0,4,4.0,3.0,9.7791,0,0,0,1,0
11.0,10,3.0,4.0,9.9656,0,0,0,1,0
6.0,3,2.0,4.0,8.3276,0,0,0,0,0
1.0,0,3.0,3.0,6.5054,1,0,0,0,1
25.0,7,3.0,4.0,6.469,0,0,0,0,0
8.0,0,3.0,1.0,6.9902,0,1,0,1,0
5.0,2,2.0,4.0,6.973,0,0,0,1,0
9.0,3,3.0,3.0,7.5049,0,0,0,0,1
6.0,2,1.0,3.0,10.2715,0,1,0,0,0
21.0,6,4.0,2.0,6.0664,0,0,0,1,0
16.0,3,1.0,3.0,7.0455,0,0,0,0,1
21.0,10,1.0,2.0,7.4046,0,0,0,0,0
3.0,2,1.0,3.0,6.6329,0,0,0,0,0
10.0,3,3.0,3.0,6.3502,0,0,0,1,1
13.0,8,1.0,4.0,6.457,0,1,1,0,1
33.0,12,1.0,3.0,8.3392,1,0,0,1,0
10.0,3,3.0,3.0,6.1781,1,0,0,0,1
6.0,4,1.0,4.0,7.7423,0,1,0,1,1
7.0,0,1.0,2.0,7.6082,0,1,0,1,0
1.0,0,2.0,3.0,6.9527,0,1,0,1,0
16.0,1,3.0,3.0,9.2432,0,0,1,0,0
8.0,7,3.0,4.0,9.9049,0,0,0,0,1
17.0,0,3.0,1.0,5.984,0,0,1,0,0
7.0,0,4.0,2.0,5.6444,0,0,0,1,1
13.0,11,1.0,2.0,5.9979,0,0,0,1,1
13.0,7,3.0,1.0,10.2827,0,0,1,0,1
23.0,0,1.0,3.0,6.1635,0,0,0,0,1
7.0,7,2.0,1.0,10.3656,0,0,0,0,0
1.0,0,3.0,3.0,9.083,0,0,0,0,0
1.0,0,3.0,1.0,7.8232,0,0,0,0,1
13.0,7,1.0,4.0,6.6217,0,0,0,0,0
11.0,2,2.0,2.0,7.1535,0,0,0,1,1
8.0,2,4.0,4.0,6.7851,0,0,1,0,1
30.0,3,3.0,4.0,9.9118,0,0,0,1,0
29.0,3,4.0,2.0,6.8324,0,0,0,1,0
12.0,7,3.0,4.0,6.3542,0,1,0,1,0
9.0,0,2.0,2.0,9.594,0,0,0,0,0
2.0,2,3.0,3.0,6.2434,0,0,0,1,1
20.0,1,3.0,1.0,6.6045,1,0,1,0,0
21.0,12,3.0,3.0,5.725,0,0,0,0,1
4.0,2,4.0,3.0,5.8155,0,0,0,0,0
10.0,2,3.0,2.0,6.4698,0,0,0,0,0
6.0,2,1.0,3.0,6.9939,0,0,0,0,1
1.0,0,3.0,2.0,6.4017,0,0,0,0,0
6.0,0,3.0,4.0,6.5484,1,0,0,0,0
4.0,2,4.0,4.0,7.4785,1,0,1,0,0
10.0,3,4.0,1.0,7.4405,0,1,1,0,0
12.0,3,3.0,4.0,6.2616,0,0,0,1,0
7.0,4,3.0,1.0,7.5654,0,0,0,0,1
26.0,8,4.0,4.0,6.6813,0,0,0,0,0
9.0,2,2.0,2.0,6.7276,0,0,0,1,1
9.0,7,2.0,1.0,6.8548,0,0,0,1,1
10.0,9,4.0,3.0,5.8975,1,0,0,0,0
13.0,7,4.0,3.0,6.7268,0,0,1,0,1
1.0,0,3.0,4.0,9.0199,0,1,0,1,0
8.0,5,2.0,4.0,8.0376,0,0,0,1,1
10.0,0,1.0,3.0,5.6955,0,0,0,0,1
6.0,4,1.0,2.0,6.7609,0,0,0,0,0
5.0,4,4.0,4.0,6.7713,0,0,0,1,1
13.0,2,2.0,3.0,5.8838,0,0,0,0,1
9.0,7,3.0,4.0,5.863,0,0,0,1,0
9.0,7,3.0,3.0,10.3895,0,0,1,0,0
13.0,4,4.0,1.0,6.0313,0,0,1,0,1
20.0,7,4.0,1.0,6.2318,0,0,0,1,0
1.0,1,4.0,3.0,6.8238,0,0,0,0,1
15.0,7,2.0,1.0,6.8789,0,0,1,0,0
10.0,7,2.0,1.0,6.7724,0,0,0,0,1
10.0,0,1.0,2.0,6.4267,0,0,0,1,0
8.0,2,2.0,2.0,6.7504,0,0,0,1,0
1.0,0,4.0,4.0,10.3725,0,1,0,1,0
6.0,2,4.0,1.0,5.6632,0,0,0,1,1
34.0,0,3.0,3.0,6.9852,0,0,0,0,0
10.0,8,2.0,4.0,5.6814,0,0,0,1,1
12.0,0,4.0,3.0,9.4442,0,0,0,0,0
17.0,2,3.0,1.0,7.4718,0,0,0,0,0
6.0,2,2.0,4.0,10.6393,0,0,0,1,1
8.0,2,4.0,2.0,6.4376,0,0,1,0,0
3.0,2,3.0,2.0,10.7424,0,0,0,1,0
10.0,6,4.0,3.0,9.3282,1,0,1,0,0
18.0,7,1.0,4.0,7.5029,0,0,0,1,0
9.0,2,4.0,2.0,5.7348,0,0,0,1,1
3.0,1,1.0,4.0,5.7506,0,1,0,0,0
14.0,7,2.0,4.0,6.3591,0,0,0,0,0
26.0,1,1.0,3.0,6.6138,0,0,0,0,0
7.0,2,3.0,4.0,10.035,0,0,0,0,0
16.0,0,1.0,4.0,6.45,1,0,1,0,0
37.0,7,1.0,2.0,6.9456,0,0,0,1,0
23.0,1,3.0,2.0,6.8562,0,0,0,0,0
6.0,2,1.0,1.0,7.5553,0,0,0,0,1
4.0,2,4.0,3.0,9.5694,0,0,0,1,1
11.0,7,2.0,1.0,6.4695,0,0,1,0,0
8.0,7,1.0,1.0,9.0257,0,0,1,0,0
3.0,2,3.0,3.0,7.5161,0,1,0,0,0
16.0,7,3.0,4.0,9.3333,0,0,0,0,1
14.0,11,3.0,3.0,7.4178,0,0,0,0,1
22.0,0,2.0,1.0,7.1224,0,0,0,0,0
10.0,8,3.0,4.0,6.204,0,0,0,0,0
8.0,3,3.0,1.0,6.9765,0,0,1,0,0
7.0,2,3.0,4.0,5.9459,0,1,1,0,0
4.0,2,4.0,3.0,9.8997,1,0,0,0,0
25.0,4,4.0,4.0,6.346,0,0,0,1,1
24.0,2,3.0,4.0,9.4321,0,0,1,0,0
4.0,2,1.0,4.0,10.816,0,0,0,0,0
8.0,3,1.0,4.0,6.7005,0,0,1,0,0
9.0,0,1.0,2.0,6.9492,0,0,0,1,0
36.0,13,3.0,4.0,5.9883,0,0,0,0,0
10.0,0,3.0,2.0,7.5897,0,0,0,1,1
8.0,0,1.0,4.0,5.9067,0,0,0,0,0
17.0,7,3.0,2.0,8.3807,0,1,0,0,1
9.0,2,2.0,3.0,6.9319,0,1,1,0,0
16.0,4,4.0,1.0,8.1101,0,0,0,0,0
0.0,0,4.0,3.0,9.0324,0,0,0,1,1
9.0,7,2.0,4.0,7.4628,0,1,0,1,0
20.0,7,4.0,1.0,6.1942,0,0,0,1,0
4.0,2,4.0,3.0,9.8086,0,0,0,1,1
10.0,8,4.0,4.0,7.4225,0,0,0,0,1
7.0,7,3.0,4.0,10.434,0,1,0,0,0
1.0,0,4.0,2.0,7.2067,1,0,0,0,0
1.0,0,2.0,4.0,6.687,0,0,0,1,1
7.0,0,1.0,2.0,7.6098,0,1,0,1,0
6.0,2,4.0,2.0,7.2026,0,0,0,1,0
7.0,4,3.0,2.0,7.4269,0,0,0,0,0
29.0,7,4.0,4.0,6.0231,0,0,0,1,1
9.0,0,3.0,4.0,7.5354,0,0,0,0,1
6.0,2,4.0,4.0,9.8461,0,1,0,1,1
10.0,9,2.0,1.0,5.8925,0,0,0,1,0
25.0,7,3.0,3.0,9.7091,0,0,0,1,1
36.0,15,3.0,2.0,5.9226,0,0,0,1,0
1.0,0,4.0,2.0,7.1939,0,0,0,0,0
9.0,7,4.0,1.0,6.9215,0,0,0,1,0
9.0,0,1.0,3.0,5.6584,0,0,1,0,0
8.0,2,2.0,1.0,6.9698,0,0,1,0,1
15.0,2,4.0,3.0,5.972,0,0,0,0,1
23.0,8,1.0,1.0,7.2646,0,1,0,1,0
18.0,2,4.0,1.0,8.1132,0,0,1,0,1
1.0,1,3.0,4.0,6.7053,0,0,0,0,0
6.0,1,2.0,2.0,6.1346,0,0,0,0,1
12.0,6,3.0,2.0,6.0936,0,0,0,0,0
14.0,4,2.0,4.0,7.9067,0,0,0,0,0
5.0,3,3.0,1.0,6.8433,0,1,0,1,0
10.0,2,2.0,2.0,6.4851,0,0,1,0,0
6.0,2,3.0,3.0,10.177,0,0,0,1,1
1.0,1,1.0,3.0,7.5079,0,0,0,1,0
31.0,9,3.0,1.0,8.0116,0,0,0,0,0
30.0,12,3.0,3.0,8.3444,0,0,0,0,0
21.0,7,3.0,3.0,7.9636,0,0,0,1,0
3.0,2,3.0,4.0,9.7631,0,0,0,0,0
10.0,3,2.0,4.0,5.9228,0,1,1,0,1
6.0,0,3.0,3.0,8.1034,0,1,0,0,0
10.0,8,4.0,4.0,9.6209,0,0,0,1,1
21.0,3,4.0,4.0,6.0184,1,0,0,1,0
19.0,2,1.0,3.0,6.6873,0,1,1,0,0
1.0,0,3.0,1.0,6.9108,0,1,0,1,0
3.0,0,3.0,4.0,7.4886,0,1,0,1,1
9.0,1,3.0,1.0,6.7233,0,1,0,1,1
21.0,1,4.0,3.0,6.448,0,0,0,0,0
5.0,0,4.0,3.0,9.8757,0,1,0,1,0
10.0,9,1.0,4.0,6.6841,0,0,0,0,0
11.0,1,2.0,4.0,6.0217,0,1,0,0,0
1.0,0,4.0,4.0,7.2912,0,0,0,1,1
23.0,4,4.0,4.0,7.5563,1,0,0,1,0
17.0,3,3.0,4.0,8.8414,0,0,0,0,0
5.0,2,2.0,1.0,5.6919,0,1,0,0,0
10.0,8,2.0,2.0,7.3992,0,0,0,0,0
5.0,2,4.0,3.0,7.4137,0,1,0,1,0
6.0,4,2.0,4.0,6.1388,0,0,1,0,0
6.0,2,2.0,2.0,6.7915,0,0,0,0,1
29.0,7,3.0,2.0,6.3248,0,0,1,0,0
10.0,9,2.0,3.0,5.8652,0,0,0,1,0
0.0,0,2.0,4.0,5.9582,1,0,0,1,0
5.0,2,4.0,3.0,10.1695,0,1,0,1,0
11.0,2,2.0,4.0,7.4776,0,0,0,0,1
22.0,8,3.0,3.0,6.0966,0,0,0,0,1
3.0,2,3.0,4.0,6.0491,0,1,0,0,0
14.0,8,1.0,4.0,9.1313,0,1,0,1,1
19.0,0,4.0,4.0,6.2989,0,0,0,0,0
19.0,0,3.0,4.0,5.9981,0,0,1,0,0
1.0,0,2.0,2.0,7.5701,0,0,1,0,0
4.0,1,2.0,1.0,7.1056,0,0,0,0,1
6.0,3,2.0,3.0,6.546,0,0,0,0,1
8.0,7,3.0,2.0,5.8663,0,0,0,0,0
12.0,0,3.0,1.0,9.3904,0,0,0,0,0
21.0,11,1.0,3.0,7.3343,0,1,1,0,1
13.0,5,3.0,3.0,6.348,1,0,0,0,0
10.0,0,1.0,3.0,5.7722,0,0,0,0,1
10.0,8,2.0,4.0,7.8979,0,1,0,0,0
14.0,12,3.0,2.0,7.0249,1,0,0,0,1
15.0,0,4.0,1.0,7.3475,0,0,0,1,0
4.0,2,4.0,3.0,10.4431,0,0,0,0,0
26.0,8,3.0,3.0,6.8502,0,0,1,0,0
20.0,7,4.0,2.0,10.7382,0,1,1,0,1
19.0,2,1.0,3.0,6.384,0,1,1,0,0
11.0,2,3.0,3.0,6.1314,1,0,1,0,1
21.0,11,1.0,3.0,7.6751,0,1,1,0,1
5.0,0,3.0,3.0,7.166,0,0,0,0,0
8.0,2,4.0,1.0,10.063,0,0,0,0,0
10.0,8,2.0,4.0,7.5705,0,1,0,0,0
10.0,7,4.0,2.0,6.4374,0,0,1,0,1
20.0,3,2.0,4.0,8.7997,0,0,0,0,0
5.0,4,4.0,2.0,5.8357,0,0,1,0,1
16.0,2,2.0,3.0,9.6026,0,1,0,1,0
10.0,8,4.0,1.0,10.2434,0,0,0,0,0
10.0,7,3.0,2.0,6.827,0,0,0,0,0
24.0,17,1.0,4.0,6.919,0,0,0,0,0
12.0,7,4.0,2.0,5.5203,0,0,0,0,0
8.0,0,1.0,4.0,6.0358,0,0,0,0,0
4.0,2,1.0,4.0,10.8525,0,0,0,0,0
5.0,2,1.0,3.0,6.4067,0,1,0,0,0
10.0,3,2.0,3.0,5.9576,0,0,0,1,1
9.0,2,4.0,1.0,9.5718,0,0,1,0,0
6.0,2,1.0,2.0,6.2075,0,0,0,0,0
1.0,0,3.0,2.0,8.0117,0,0,0,0,1
7.0,2,4.0,2.0,5.5628,0,0,0,0,0
7.0,0,4.0,3.0,8.0815,0,0,0,1,1
5.0,3,1.0,3.0,5.7877,0,0,0,1,1
9.0,7,3.0,3.0,10.263,0,0,1,0,0
21.0,11,1.0,3.0,7.2564,0,1,1,0,1
1.0,0,4.0,1.0,7.4463,0,1,0,0,0
24.0,9,4.0,4.0,7.9025,0,1,0,0,0
10.0,2,4.0,4.0,6.4273,0,0,1,0,0
6.0,2,2.0,3.0,5.8727,0,0,0,0,0
15.0,0,2.0,4.0,8.5701,0,0,0,0,1
10.0,7,1.0,3.0,8.5474,1,0,0,1,1
8.0,4,3.0,2.0,6.0623,0,0,0,0,0
23.0,6,2.0,4.0,7.5208,0,0,1,0,0
